keys,en,de,it,ja,pl,uk,fr,es,pt_BR
TUTORIAL_2_7,We have now a homepage!\nThe domain is: https://www.libretrainsim.org/\n\nThere you get all information and news about Libre TrainSim.,Wir haben nun eine Webseite!\nDie Adresse ist: https://www.libretrainsim.org/\n\nDort gibt es Informationen und Neuigkeiten rund im Libre TrainSim.,Adesso abbiamo un sito dedicato!\nL’indirizzo è: https://www.libretrainsim.org/\n\nLi potrai trovare tutte le informazioni e le ultimissime notizie su Libre TrainSim.,ホームページができました!\nhttps://www.libretrainsim.org/\n\nLibre TrainSimに関する情報やニュースが入手できます。,,У нас з’явилася основна сторінка! \nПосилання: https://www.libretrainsim.org/\n\nТут ви отримаєте всю інформацію та новини про Libre TrainSim.,Nous avons maintenant une page d’accueil !\nLe domaine est : https://www.libretrainsim.org/\n\nIl y a toutes les informations et les actualités sur Libre TrainSim.,¡Ahora tenemos una página principal!\nEl dominio es: https://www.libretrainsim.org/\n\nAhí tiene toda la información y noticias sobre Libre TrainSim.,Agora nós temos um site!\nO endereço é: https://www.libretrainsim.org/\n\nLá você poder obter todas as informações e notícias sobre o Libre TrainSim.
TUTORIAL_2_8,You are also able to create tracks for Libre TrainSim!\nCheck out the Button 'Create' in the main menu for that.\n\nBut creating an own track takes a lot of time and needs some endurance.,"Es ist nun auch möglich, Strecken für Libre TrainSim selber zu bauen.\nProbieren Sie mal den Button 'Erstellen' im Hauptmenü aus.\n\nAber das Bauen von Strecken ist sehr zeitaufwändig, und erfordert etwas Ausdauer.","Adesso pui anche creare i tuoi tracciati per Libre TrainSim!\nPremi il pulsante ‘Crea’ nel menu principale per maggiori informazioni.\n\nSei avvisato, creare un tracciato è un’operazione complessa e richiede tempo, ma guidare sul tuo tracciato è davvero fantastico!",Libre TrainSimの線路も作成できます!\nメインメニューの’作成’ボタンで確認してください。\n\nただし、独自の線路を作るには時間がかかり、ある程度の忍耐力が必要です。,,"Ви також можете створювати свої карти для Libre TrainSim! \nДля цього натисніть кнопку ""Створити"" в головному меню. \n\nАле створення власної доріжки займає багато часу і потребує певної витривалості.",Vous pouvez également créer des pistes pour Libre TrainSim!\nVérifiez le bouton 'Créer' dans le menu principal pour cela.\n\nLa création d’une piste propre prend beaucoup de temps et nécessite une certaine pratique.,¡Usted también puede crear vías para Libre TrainSim!\nCompruebe el Botón ‘Crear’ en el menú principal para ello.\n\nPero crear su propia vía toma mucho tiempo y requiere algo de persistencia.,"Você também pode criar vias para o Libre TrainSim!\nConfira o botão 'Criar' no menu principal.\n\nNo entanto, saiba que criar sua própria via leva muito tempo e requer alguma resiliência."
TUTORIAL_2_9,We come to the next station!\n\nLets see the train arriving from the platform.\nPress '0' for the free camera.,Wir kommen langsam aber sicher zur Endstation!\n\nWir können auch den Zug von dem Bahnsteig aus Einfahren betrachten.\nDrücken Sie '0' für die freie Kamera.,Siamo in arrivo alla prossima stazione!\n\nAndiamo a vedere il treno in arrivo dalla banchina.\nPremi ‘0’ per la vista libera.,次の駅につきました\n\nホームから列車が到着する様子を見てみましょう。\nキーボードの’0’でフリーカメラに切り替えます。,,"Ми під’їжджаємо до наступної станції!\n\nДавайте подивимось, як поїзд прибуває до платформи.\nНатисніть ‘0’, щоб вільно переміщати камеру.",Nous arrivons à la station suivante !\n\nVeuillez voir le train qui arrive de la plate-forme.\nAppuyez sur '0' pour la caméra gratuite.,¡Ahora llegamos a la siguiente estación!\n\nVeamos el tren llegando al andén.\nPulse ‘0’ para ver la cámara libre.,Chegamos à próxima estação!\n\nVamos ver o trem chegando da plataforma.\nPressione '0' para mudar para a câmera livre.
TUTORIAL_2_10,"Great!\n\nYou can move with WASD, and the mouse.\nIf you want to move fast, press 'shift' while pressing e.g. 'w'.","Wunderbar!\n\nSie können die Kamera mit der Maus, und WASD bewegen.\nWenn Sie schneller fliegen möchten, drücken Sie zusätzlich 'Shift'.","Fantastico!\n\nPuo muoverti con i pulsanti WASD, e ruotare la visuale muovendo il cursore.\nPer muoverti più veloce, premi ‘shift’ durante il movimento.",そうです。\n\nWASDキーとマウスで移動できます。\n高速で移動したい場合は’Shift’キーを押しながら移動したい方向のキーを押します。たとえば’w’+’Shift’,,"Чудово!\n\nВи можете рухатися за допомогою WASD і мишки.\nЯкщо ви хочете рухатися швидше, натисніть ‘shift’, зажимаючи клавішу переміщення, наприклад, ‘w’.","Excellent !\n\nVous pouvez vous déplacer avec la WASD et la souris.\nSi vous voulez vous déplacer rapidement, appuyez sur Maj tout en appuyant sur, par exemple, sur 'w'.","¡Genial!\n\nAhora puede moverla con WASD y con el ratón.\nSi quiere moverla rápido, pulse ‘shift’ mientras pulsa las teclas de movimiento.","Muito bem!\n\nVocê pode se mover com WASD e o Mouse.\nSe quiser mover-se rapidamente, pressione 'Shift' enquanto pressiona, por exemplo, 'W'."
TUTORIAL_2_11,"Thanks for playing!\n\nIf you already didn't, try out the new Track U2-Nuremberg with the new train JFR1-Grey. It's a brand new metro track with all new features.\nBut Wolfsfurt-Buchenhain was updated too.\n\nHave fun with Libre TrainSim!","Vielen Dank für's Spielen!\n\nWenn Sie es noch nicht getan haben, probieren Sie unsere nagelneue Strecke U2-Nuremberg mit dem neuen Zug JFR1-Grey aus.\nWolfsfurt-Buchenhain wurde auch aktualisiert.\n\nViel Spaß mit Libre TrainSim!","Grazie per aver giocato!\n\nNel caso non l’avessi ancora fatto, prova il nuovo tracciato U2-Nuremberg e il nuovo treno JFR1-Grey. È un tracciato metropolitano e usa tutte le nuove funzionalità.\nAnche Wolfsfurt-Buchenhain è stato aggiornato.\n\nBuon divertimento con Libre TrainSim!",プレイしていただきありがとうございます。\n\nぜひ新しく追加された路線U2-Nurembergを、新しく追加された列車JFR1-Greyで走ってみてください。これは、すべての新機能を備えたまったく新しい地下鉄路線です。\nWolfsfurt-Buchenhainも更新されました。\n\nLibre TrainSim!をお楽しみください!,,"Дякуємо за проведений час!\n\nЯкщо ви цього ще не зробили, спробуйте новий трек U2-Nuremberg разом із новим поїздом JFR1-Grey. Це абсолютно нова траса метро з усіма новими можливостями.\nАле Wolfsfurt-Buchenhain теж оновлено.\n\nПриємної гри в Libre TrainSim!","Merci d’avoir joué !\n\nSi vous ne l’avez pas déjà fait, essayez le nouveau Track U2-Nuremberg avec le nouveau train JFR1-Grey. C’est une toute nouvelle piste de métro avec toutes les nouvelles fonctionnalités.\nEt en même temps, Wolfsfurt-Buchenhain a été mis à jour aussi.\n\nAmusez-vous bien avec Libre TrainSim !","¡Gracias por jugar!\n\nSi todavía no lo ha hecho, compruebe el nuevo Trayecto U2-Nuremberg con el nuevo tren JFR1-Gris. Es un trayecto de metro nuevo con todas las nuevas características.\nPero Wolfsfurt-Buchenhain también ha sido actualizado.\n\n¡Diviértase con Libre TrainSim!","Obrigado por jogar!\n\nSe ainda não o fez, experimente a nova via U2-Nuremberg com o novo trem JFR1-Grey. É uma nova via de metrô com todos os novos recursos.\nA Wolfsfurt-Buchenhain também foi atualizada.\n\nDivirta-se com o Libre TrainSim!"
,,,,,,,,,
TUTORIAL_3_0,Just drive this track without any advice. That‘s recommended for testing.,Sie können die Strecke ohne weitere Anweisungen einfach befahren. Zum Testen geeignet.,,アドバイスなしでこの路線を運転するだけです。テスティングに推奨されます。,,,Il suffit de conduire sur ce parcours sans aucun conseil. C’est recommandé pour les tests.,Simplemente conduza a lo largo del trayecto sin ningún consejo. Está recomendado para hacer pruebas.,Tente conduzir aqui sem qualquer auxílio. Isso é o recomendado para testes.
,,,,,,,,,
TUTORIAL_4_DESCRIPTION,"This is the beginner track, it's recommended for every new player.\n\nLet's start the engines!",Dieses Szenario ist für jeden Anfänger geeignet.\n\nLassen wir uns loslegen!,Questo è il tracciato per principianti ed è raccomandato per ogni nuovo giocatore.\n\nAccendiamo i motori!,この路線は初心者向けで、このゲームを始めたばかりの方におすすめです。\n\nさあ列車を動かそう!,to trasa dla początkujących zalecana dla nowych graczy,Це є карта для початківців. Її рекомендують для новачків.\n\nГайда запустимо двигун!,"Il s’agit du parcours débutant, il est recommandé pour chaque nouveau joueur.\n\nDémarrer les moteurs !","Este es el trayecto para principiantes, está recomendado para los jugadores nuevos.\n\n¡Arranquemos los motores!","Esta é a via para iniciantes, recomendada para todos os novos jogadores.\n\nVamos ligar os motores!"
TUTORIAL_4_0,"Welcome to Libre TrainSim!\nPlease have in mind that this is an early alpha version, in which many features are missing, and some bugs are possible. The desktop version of Libre TrainSim looks better and supports more features\n\nLet's start setting up our train. Press the 'Pantograph' button, to get connected to the overhead line.","Willkommen bei Libre TrainSim!\nBitte beachten Sie, dass dies eine frühe Alpha-Version ist, in der viele Funktionen fehlen und Fehler möglich sein können. Die Desktop-Version des Zug-Simulators sieht besser aus und unterstützt mehr Features.\n\nLassen wir uns starten! Drücken Sie den 'Pantograf' Button, um den Pantografen anzuheben.",,,,,"Bienvenue sur Libre TrainSim!\nVeuillez garder à l’esprit qu’il s’agit d’une version « Early Alpha », dans laquelle de nombreuses fonctionnalités sont manquantes, et certains bugs sont possibles. La version de bureau de Libre TrainSim semble meilleure et prend en charge plus de fonctionnalités\n\nC’est parti pour la mise en place de notre train. Appuyez sur le bouton 'Pantographe' pour vous connecter à la ligne aérienne.","¡Bienvenido a Libre TrainSim!\nPor favor tenga en cuenta que esta es una versión alfa temprana, en la que faltan muchas características y pueden ocurrir errores. La versión de escritorio de Libre TrainSim luce mejor y tiene más características\n\nEmpecemos configurando nuestro tren. Pulse el botón ‘Pantógrafo’ para conectarse a la catenaria.","Boas-vindas ao Libre TrainSim!\nPor favor, tenha em mente que esta é uma versão alfa inicial, em que muitos recursos estão faltando e alguns bugs são possíveis. A versão para desktop do Libre TrainSim possui melhores gráficos e suporta mais recursos\n\nVamos começar preparando nosso trem. Pressione o botão 'Pantógrafo' para se conectar à catenária acima."
TUTORIAL_4_1,"Nice! Now you can press the 'Engine' button, to start the engines.","Schön! Nun können Sie den 'Motoren' Button drücken, um die Motoren zu starten.",,,,,"Super ! Maintenant, vous pouvez appuyer sur le bouton 'Moteurs', pour démarrer les moteurs.",¡Bien! Ahora puede pulsar el botón ‘Motor’ para arrancar los motores.,Boa! Agora você pode pressionar o botão 'Motor' para ligar os motores.
TUTORIAL_4_2,Our departure is at 12:00. Let's wait for the depart message...\n\nIn the meanwhile you can view the train from the outside. Just press the 'Camera' button for that. Get back to cockpit view by pressing the 'Camera' button again.,"Unsere Abfahrt ist um 12:00 Uhr. Warten wir auf die Abfahrts-Nachricht...\n\nIn der Zwischenzeit können Sie den Zug von Außen betrachten. Drücken sie dafür den 'Kamera' Button. Sie gelangen zur Führerstandsansicht zurück, wenn Sie erneut den 'Kamera' Button drücken.",,,,,"Notre départ est à 12:00. Attendons le message de départ...\n\nEn attendant, vous pouvez voir le train de l’extérieur. Appuyez simplement sur le bouton 'Camera' pour cela. Revenez à la vue de la cabine en appuyant à nouveau sur le bouton 'Camera'.","Nuestra salida es a las 12:00. Esperemos al mensaje de salida...\n\nMientras tanto, puede ver el tren desde el exterior. Simplemente presione el botón ‘Cámara’ para ello. Vuelva a la vista en cabina pulsando el botón ‘Cámara’ de nuevo.","A nossa partida é às 12:00. Vamos aguardar a mensagem de partida...\n\nEnquanto isso, você pode ver o trem do lado de fora. Basta pressionar o botão 'Câmera'. Retorne à visão da cabine pressionando o botão 'Câmera' novamente."
TUTORIAL_4_3,Let‘s depart!\n\nAt first we need to close the doors. Press the 'Close' button for that.,Abfahrt!\n\nZuerst müssen wir die Türen schließen. Drücken Sie dafür den 'Schließen' Button.,,,,,"Allons-y !\n\nAu début, nous devons fermer les portes. Appuyez sur le bouton 'Fermer' pour cela.",¡Salgamos!\n\nPrimero necesitamos cerrar puertas. Pulse el botón ‘Cerrar’ para ello.,Vamos embora!\n\nMas primeiro temos que fechar as portas. Pressione o botão 'Fechar'.
TUTORIAL_4_4,"Let's start driving!\n\nOn the left side you see your requested command. You can change it with 'Up' and 'Down'. If the command bar is orange, the train will brake, if white, the train is set to neutral, if green, the train will accelerate.","Lasst uns nun fahren!\n\nAm linken Rand sehen Sie Ihren angeforderten Befehl. Sie können ihn mit 'Hoch' und 'Runter' bewegen. Wenn der Befehls-Balken orange ist, wird der Zug bremsen, wenn er weiß ist, ist der Zug neutral gestellt, wenn er grün ist, wird der Zug beschleunigen.",,,,,"Commençons à conduire !\n\nSur le côté gauche, vous voyez la commande demandée. Vous pouvez la changer avec 'Haut' et 'Bas'. Si la barre de commande est orange, le train freine, s’il est blanc, le train est au point mort, s’il est vert, le train accélère.","¡Empecemos a conducir!\n\nEn lado izquierdo puede ver la orden requerida. Puede cambiarlo con ‘Arriba’ y ‘Abajo’. Si la barra de órdenes es naranja, el tren frenará, si es blanca, el tren se pondrá en neutro, si es verde, el tren acelerará.","Vamos começar a conduzir!\n\nDo lado esquerdo você pode ver o seu comando. Você pode alterá-lo com 'Cima' e 'Baixo'. Se a barra de comando estiver laranja, o trem irá frear, se estiver branca, o trem está neutro, e se estiver verde, o trem irá acelerar."
TUTORIAL_4_5,Ahead you can see an orange signal. That means that the next signal is going to be red. So make sure you apply the brakes to stop before the red signal.,"Vorne sehen Sie ein orangenes Signal. Das heißt, dass das nächste Signal rot sein wird. Bremsen sie nun also, um vor dem roten Signal zum Stehen zu kommen.",,,,,"Vous pouvez voir un signal orange. Cela signifie que le prochain signal sera rouge. Donc, assurez-vous d’appliquer les freins pour arrêter avant le signal rouge.",Delante puede ver una señal naranja. Eso significa que la siguiente señal estará en rojo. Así que asegúrese de aplicar los frenos para frenar antes de la señal roja.,"À frente, você pode ver um sinal laranja. Isso significa que o próximo sinal será vermelho. Portanto, certifique-se de aplicar os freios para parar antes do sinal vermelho."
TUTORIAL_4_6,Great! \nWait... the signal is now green! Now we need to accelerate very fast. Set the power to the maximum and fill the green bar!,Super!\nWarten Sie... das Signal ist nun grün! Nun müssen wir schnell beschleunigen. Setzen sie die Kraft zum Maximum und füllen sie den grünen Balken!,,,,,"Super!\nAttendez… le signal est maintenant vert! Maintenant, nous devons accélérer très rapidement. Réglez la puissance au maximum et remplissez la barre verte!",¡Genial! \nEspere… ¡la señal ahora está verde! Ahora necesitamos acelerar muy rápido.\n¡Ponga la potencia al máximo y llene la barra verde!,Muito bem!\nEspere... o sinal está verde agora! Agora você precisa acelerar bem rápido. Coloque a potência no máximo e preencha a barra verde!
TUTORIAL_4_7,"The signal in front of you is blinking.. what does this mean?\nIf a signal is blinking, then its announcing a new speed limit, which is lower than your current one.\nNo fear, the blinking signal just announces it, the speed limit will become effective at the next signal.\n\nIf e.g. the signal displays a 8, then the speed limit is 80 km/h.\nOrange signs/digits are always announcing limits,\nWhite signs/digits will set the speed limit effective.","Das Signal vor Ihnen blinkt. Was hat das zu bedeuten?\nDas heißt, dass das Signal ein Geschwindigkeitslimit ankündigt, welches niedriger als das jetzige ist.\nKeine Panik, ein blinkendes Signal kündigt es nur an, das Limit wird erst bspw. beim Signal danach angewendet.\n\nWenn ein Signal bspw. eine 8 anzeigt, ist das dazugehörige Geschwindigkeitslimit 80km/h.\nOrangene Schilder/Zahlen kündigen das Geschwindigkeitslimit immer an,\nweiße wenden das Geschwindigkeitslimit an.","Il segnale davanti a noi sta lampeggiando... cosa significa?\nSe un segnale lampeggia, questo premette un nuovo limite di velocità, più basso di quello attuale.\nNiente paura, il segnale lampeggiante è solo un avviso, il nuovo limite di velocità sarà effettivo solo con il segnale successivo.\n\nSe, per esempio, il segnale mostra il numero 8, il limite sarà di 80 km/h.\nSegnali/cifre arancioni sono seOrange signs/digits are always announcing limits,\nWhite signs/digits will set the speed limit effective.",目の前の信号が点滅しています。電球切れを起こしているわけではありません。\n信号が点滅している場合は、現在の制限速度よりも遅い制限速度が前方にあります。\n恐れることはありません。点滅している信号はそれを教えているだけなので、新しい制限速度は信号の後ろで有効になります。\n\nたとえば信号が8を表示した場合は、制限速度は80km/hです。\nオレンジ色の標識や数字は制限を通知しており\n白色の標識や数字は制限速度を有効にしています。,"Sygnał przed tobą zaczął mrugać... Co to oznacza?\njeżeli sygnał mruga, to ogłasza wtedy nowy limit prędkości, który jest niższy od aktualnego.\nNie bój się, mrugający sygnał tylko ogłasza, i limit jest obowiązujący dopiero za nim.\n\nIf e.g. the signal displays a 8, then the speed limit is 80 km/h.\npomaraczowy sygnał/Liczby zawsze tylko ogłaszają zamianę limitu prędkości,\nBiałe sygnały/Liczby oznaczają że limit jest obowiązujący.","Сигнал перед вами блимає.. що це означає?\nЯкщо сигнал блимає, то він повідомляє про нове обмеження швидкості, яке нижче від вашого поточного.\nНе бійтеся, блимаючий сигнал просто попереджає про це, обмеження швидкості набуде чинності при наступному сигналі.\n\nЯкщо, наприклад, сигнал відображає 8, тоді обмеження швидкості становить 80 км/год.\nОранжеві знаки/цифри завжди повідомляють про обмеження.\nБілі знаки/цифри встановлюють діюче обмеження швидкості.","Le signal devant vous clignote... qu’est-ce que ça veut dire ?\nSi un signal clignote, alors il annonce une nouvelle limite de vitesse, qui est inférieure à la vôtre.\nAucune crainte, le signal clignotant vient de l’annoncer, la limite de vitesse prendra effet au signal suivant.\n\nSi, par exemple, le signal affiche un 8, alors la limite de vitesse est de 80 km/h.\nLes signes/chiffres Orange annoncent toujours des limites,\nLes signes/chiffres blancs fixeront la limite de vitesse effective.","La señal enfrente suya está parpadeando… ¿Qué significa?|nSi una señal parpadea, está anunciando un nuevo límite de velocidad, que es inferior al actual.\nNo tema, la señal que parpadea solo lo anuncia, el límite de velocidad será efectivo en la siguiente señal.\n\nSi por ejemplo la seña muestra un 8, el límite de velocidad es de 80 km/h.\nLas señales naranja/dígitos siempre anuncian límites de velocidad,\nLas señales blancas/dígitos, harán efectivo el límite de velocidad.","O sinal à frente está piscando... o que significa isso?\nSe um sinal estiver piscando, ele está anunciando um novo limite de velocidade, inferior ao atual.\nNão se preocupe, o sinal piscante é apenas um aviso, o novo limite entrará em vigor no próximo sinal.\n\nSe, por exemplo, o sinal apresentar um 8, o limite de velocidade será de 80 km/h.\nOs sinais/números laranjas sempre anunciam limites,\nenquanto os sinais/números brancos colocam o limite em vigor."
TUTORIAL_4_8,"In 600 meters there will be the next train station. Every station is announced in the left bottom corner, if it's 1000m away. Certainly you already saw it.\n\nIt is recommended to slow down to about 70 or 60 km/h, and then brake softly if you are shortly before the train station.\nLet's arrive!","In 600m wird die nächste Station sein. Jede Station wird in der linken unteren Ecke angekündigt, wenn sie 1000m oder weniger entfernt ist. Bestimmt haben Sie diese Nachricht schon gesehen. Es ist empfohlen auf 70 oder 60km/h herunterzubremsen, und dann am Bahnsteigsanfang seicht abzubremsen.","La stazione successiva si trova a 600 metri da qui. Ogni stazione viene annunciata con un messaggio nell’angolo in basso a sinistra quando mancano 1000m per raggiungerla. Te ne sarai sicuramente accorto.\n\nTi raccomandiamo di rallentare fino a 70 o 60 km/h, quindi applicare il freno poco prima dell’arrivo in stazione.\nPrepariamoci alla fermata!",600メートル先に次の駅があります。次の駅まで1000メートルになると左下にメッセージが表示されます。あなたはすでにメッセージを見たことでしょう。\n\n70~60km/hまで減速し、駅の手前に来たらゆっくりとブレーキをかける方法をおすすめします。\nやってみましょう!,"Za 600 metrów Będziemy na następnej stacji. Każda stacja jest zapowiadana w lewym dolnym rogu ekranu, 1Km wcześniej. Pewnie już ją zobaczyłeś.\n\nRekomenduje abyś zwolnił do 70 lub 60 km/h, a potem gdy jesteś kawałek przed stacją zacząć łagodnie hamować.\nPrzystanek!","Через 600 метрів буде наступна залізнична станція. Кожна станція оголошується в лівому нижньому куті, якщо вона знаходиться на відстані 1000 м. Звичайно, ви це вже бачили.\n\nРекомендується пригальмувати приблизно до 70 або 60 км/год, а потім тихо загальмувати, якщо ви недалеко до станції.\nДавайте прибудемо!","Dans 600 mètres, il y aura la prochaine gare. Chaque station est annoncée dans le coin inférieur gauche, si elle est à 1000m. Vous l’avez déjà vu.\n\nIl est recommandé de ralentir jusqu’à environ 70 ou 60 km/h, puis de freiner doucement si vous êtes un peu avant la gare.\nOn arrive!","En 600 metros estará la siguiente estación. Cada estación está anunciada en la esquina inferior izquierda, si está a 1000 metros de distancia. Seguro que ya lo ha visto.\n\nSe recomienda reducir a 70 o 60 km/h, y luego frenar suavemente si está en las proximidades de la estación.\n¡Lleguemos!","Em 600 metros, você chegará a próxima estação de trem. Cada estação é anunciada no canto inferior esquerdo, se estiver a 1000m de distância. Imagino que já tenha percebido.\n\nRecomenda-se desacelerar para cerca de 70 ou 60 km/h e, em seguida, frear suavemente pouco antes da estação de trem.\nÉ hora da chegada!"
TUTORIAL_4_9,"Hint:\n\nIf you don't know further on at any time or you just want to enjoy the ride, press the 'Autopilot' Button to activate the autopilot and a second time to deactivate it.","Tipp:\n\nWenn Sie einmal nicht weiterwissen sollten oder einfach nur Ihre Fahrt genießen wollen, können sie den Autopiloten aktivieren. Dies tun sie mit dem 'Autopilot' Button.",,,,,"Astuce :\n\nSi vous êtes perdus ou si vous voulez simplement profiter du trajet, appuyez sur 'pilote automatique' pour activer le pilote automatique et une seconde fois pour le désactiver.","Pista:\n\nSi no sabe qué hacer a continuación o simplemente quiere disfrutar del trayecto, pulse el botón ‘Piloto automático’ para activar el piloto automático y una segunda vez para desactivarlo.","O sinal à frente está piscando... o que significa isso?\nSe um sinal estiver piscando, ele está anunciando um novo limite de velocidade, inferior ao atual.\nNão se preocupe, o sinal piscante é apenas um aviso, o novo limite entrará em vigor no próximo sinal.\n\nSe, por exemplo, o sinal apresentar um 8, o limite de velocidade será de 80 km/h.\nOs sinais/números laranjas sempre anunciam limites,\nenquanto os sinais/números brancos colocam o limite em vigor."
TUTORIAL_4_10,"Great, you arrived securely!\nNow you have to open the doors.\nWith the 'Left' button you can open the left doors, with 'Right' button the right doors.\nIn our case we have to open the left doors.","Schön, Sie sind sicher angekommen!\nNun müssen wir die Türen öffnen.\nMit 'Links' öffnen Sie die linken Türen, mit 'Rechts' die rechten.\nIn unserem Fall müssen wir die linken öffnen.",,,,,"Parfait, vous êtes arrivé en toute sécurité!\nVous n’avez pas à ouvrir les portes.\nAvec le bouton 'Gauche' vous pouvez ouvrir les portes de gauche, avec le bouton 'Droite' les portes de droite.\nDans notre cas nous devons ouvrir les portes de gauche.","¡Genial, ha llegado de forma segura!\nAhora tiene que abrir las puertas.\nPulse el botón ‘Izquierda’ para abrir las puertas del lado izquierdo, el botón ‘Derecha’ las puertas del lado derecho.\nEn su casa tenemos que abrir las puertas del lado izquierdo.","Ótimo, você chegou em segurança!\nAgora você deve abrir as portas.\nVocê pode abrir as portas esquerdas com a seta 'Esquerda', e as portas direitas com a seta 'Direita'.\nNo nosso caso, devemos abrir as portas da esquerda."
TUTORIAL_4_11,Thank you for playing! You can now exit the game with the 'Pause' Button.,Vielen Dank für's Spielen! Sie können nun das Spiel über den 'Pause' Button beenden.,,,,,Merci d’avoir joué ! Vous pouvez maintenant quitter le jeu avec le bouton 'Pause'.,¡Gracias por jugar! Ahora puede salir del juego con el botón ‘Pausa’.,Obrigado por jogar! Agora você pode sair do jogo com o botão 'Pausar'.
